1,ampliación
2,andador
3,avenidad
4,bouleverd
5,calle
6,callejón
7,calzada
8,cerrada
9,circuito
10,circunvalación
11,continuación
12,corredor
13,diagonal
14,eje vial
15,pasaje
16,peatonal
17,periférico
18,privada
19,prolongación
20,retorno
21,viaducto
22,carretera
23,brecha
24,camino
25,terracería
26,vereda
