1,Ubicado en la esquina
2,Golpeteo
3,Planta Baja Débil
4,Irregularidad Vértical
5,Columnas En Planta
6,Columnas Cortas
7,Desplome
8,Hundimientos
9,Emersión
10,Daño Previo
11,Conexiones Excéntricas
12,Penetración De Capiteles
13,Sobrecarga
14,Edificio Alargado
15,Cambio De Rigidez En Elevación
16,Mala Construcción O Diseño
