1,Álvaro Obregón
2,Azcapotzalco
3,Benito Juárez
4,Coyoacán
5,Cuajimalpa De Morelos
6,Cuahtémoc
7,Gustavo A. Madero
8,Iztacalco
9,Iztapalapa
10,Magdalena Conteras
11,Miguel Hidalgo
12,Milpa Alta
13,Tláhuac
14,Tlalpan
15,Venustiano Carranza
16,Xochimilco
